symbol,exchange,interval,datetime,open,high,low,close,volume,turnover,transaction,open_interest
2330,twse,d,2022-04-13 00:00:00,564.0,576.0,563.0,573.0,36968137,0,41249,0
2330,twse,d,2022-04-12 00:00:00,554.0,564.0,552.0,557.0,34799056,0,69280,0
2330,twse,d,2022-04-11 00:00:00,563.0,566.0,558.0,558.0,41713758,0,130731,0
2330,twse,d,2022-04-08 00:00:00,567.0,570.0,566.0,567.0,31406384,0,75778,0
2330,twse,d,2022-04-07 00:00:00,571.0,573.0,566.0,566.0,47212937,0,130552,0
2330,twse,d,2022-04-06 00:00:00,578.0,580.0,575.0,578.0,40726932,0,62822,0
2330,twse,d,2022-04-01 00:00:00,585.0,589.0,584.0,589.0,31247086,0,53178,0
2330,twse,d,2022-03-31 00:00:00,602.0,602.0,594.0,597.0,25130417,0,18860,0
2330,twse,d,2022-03-30 00:00:00,599.0,600.0,597.0,600.0,43256548,0,48535,0
2330,twse,d,2022-03-29 00:00:00,586.0,589.0,584.0,589.0,15742359,0,21222,0
2330,twse,d,2022-03-28 00:00:00,581.0,586.0,580.0,584.0,27954730,0,54537,0
2330,twse,d,2022-03-25 00:00:00,597.0,598.0,595.0,598.0,26794684,0,29896,0
2330,twse,d,2022-03-24 00:00:00,587.0,592.0,585.0,591.0,20769676,0,21647,0
2330,twse,d,2022-03-23 00:00:00,590.0,590.0,586.0,590.0,27475008,0,30970,0
2330,twse,d,2022-03-22 00:00:00,577.0,586.0,577.0,583.0,23421124,0,27371,0
2330,twse,d,2022-03-21 00:00:00,583.0,589.0,583.0,586.0,22800165,0,32617,0
2330,twse,d,2022-03-18 00:00:00,582.0,582.0,576.0,581.0,49583448,0,39576,0
2330,twse,d,2022-03-17 00:00:00,578.0,583.0,575.0,582.0,65820899,0,65468,0
2330,twse,d,2022-03-16 00:00:00,564.0,565.0,555.0,558.0,50764807,0,110732,0
2330,twse,d,2022-03-15 00:00:00,562.0,563.0,558.0,558.0,84338792,0,277901,0
2330,twse,d,2022-03-14 00:00:00,574.0,577.0,572.0,572.0,38562552,0,87337,0
2330,twse,d,2022-03-11 00:00:00,581.0,582.0,574.0,575.0,42981381,0,112158,0
2330,twse,d,2022-03-10 00:00:00,585.0,589.0,582.0,587.0,49092145,0,71569,0
2330,twse,d,2022-03-09 00:00:00,567.0,573.0,567.0,568.0,57512412,0,112422,0
2330,twse,d,2022-03-08 00:00:00,561.0,570.0,561.0,563.0,88371413,0,269695,0
2330,twse,d,2022-03-07 00:00:00,580.0,581.0,575.0,576.0,97167600,0,297917,0
2330,twse,d,2022-03-04 00:00:00,595.0,597.0,592.0,595.0,65235167,0,206731,0
2330,twse,d,2022-03-03 00:00:00,603.0,607.0,601.0,602.0,37103932,0,65410,0
2330,twse,d,2022-03-02 00:00:00,601.0,605.0,600.0,601.0,42428151,0,58916,0
2330,twse,d,2022-03-01 00:00:00,599.0,610.0,599.0,604.0,70303880,0,67439,0
2330,twse,d,2022-02-25 00:00:00,600.0,609.0,600.0,604.0,94155943,0,129776,0
2330,twse,d,2022-02-24 00:00:00,618.0,619.0,604.0,604.0,80672979,0,188248,0
2330,twse,d,2022-02-23 00:00:00,624.0,629.0,623.0,625.0,34561338,0,50926,0
2330,twse,d,2022-02-22 00:00:00,628.0,630.0,625.0,627.0,38526210,0,68303,0
2330,twse,d,2022-02-21 00:00:00,633.0,636.0,632.0,632.0,25769408,0,41961,0
2330,twse,d,2022-02-18 00:00:00,638.0,639.0,636.0,637.0,21948975,0,23892,0
2330,twse,d,2022-02-17 00:00:00,644.0,646.0,641.0,645.0,20447347,0,16116,0
2330,twse,d,2022-02-16 00:00:00,645.0,646.0,640.0,646.0,27395771,0,23136,0
2330,twse,d,2022-02-15 00:00:00,633.0,639.0,633.0,633.0,24497955,0,31907,0
2330,twse,d,2022-02-14 00:00:00,640.0,641.0,635.0,637.0,39394670,0,33928,0
2330,twse,d,2022-02-11 00:00:00,646.0,650.0,642.0,650.0,28194682,0,21995,0
2330,twse,d,2022-02-10 00:00:00,639.0,649.0,637.0,649.0,37388892,0,28452,0
2330,twse,d,2022-02-09 00:00:00,635.0,637.0,630.0,633.0,33633394,0,29746,0
2330,twse,d,2022-02-08 00:00:00,645.0,645.0,628.0,628.0,43786259,0,40026,0
2330,twse,d,2022-02-07 00:00:00,644.0,644.0,631.0,635.0,64637049,0,43774,0
2330,twse,d,2022-01-26 00:00:00,635.0,641.0,635.0,636.0,33093553,0,35647,0
2330,twse,d,2022-01-25 00:00:00,643.0,645.0,638.0,641.0,53927064,0,56698,0
2330,twse,d,2022-01-24 00:00:00,639.0,655.0,637.0,653.0,48665203,0,36231,0
2330,twse,d,2022-01-21 00:00:00,644.0,646.0,637.0,641.0,53966101,0,66088,0
2330,twse,d,2022-01-20 00:00:00,650.0,657.0,646.0,651.0,48996473,0,39346,0
2330,twse,d,2022-01-19 00:00:00,652.0,660.0,651.0,654.0,44092247,0,50763,0
2330,twse,d,2022-01-18 00:00:00,678.0,681.0,662.0,662.0,48802321,0,65357,0
2330,twse,d,2022-01-17 00:00:00,685.0,688.0,678.0,683.0,63828552,0,61981,0
2330,twse,d,2022-01-14 00:00:00,673.0,673.0,661.0,672.0,98768193,0,83211,0
2330,twse,d,2022-01-13 00:00:00,658.0,662.0,655.0,661.0,39172028,0,34355,0
2330,twse,d,2022-01-12 00:00:00,657.0,660.0,650.0,660.0,40832298,0,39164,0
2330,twse,d,2022-01-11 00:00:00,646.0,651.0,639.0,651.0,36186544,0,26849,0
2330,twse,d,2022-01-10 00:00:00,628.0,645.0,627.0,643.0,39286754,0,33453,0
2330,twse,d,2022-01-07 00:00:00,643.0,646.0,632.0,634.0,39847766,0,44497,0
2330,twse,d,2022-01-06 00:00:00,638.0,646.0,636.0,644.0,57490736,0,53430,0
2330,twse,d,2022-01-05 00:00:00,669.0,669.0,646.0,650.0,72505550,0,64712,0
2330,twse,d,2022-01-04 00:00:00,645.0,656.0,644.0,656.0,90945643,0,106409,0
2330,twse,d,2022-01-03 00:00:00,619.0,632.0,618.0,631.0,73703302,0,88508,0
2330,twse,d,2021-12-30 00:00:00,619.0,620.0,615.0,615.0,20522055,0,15565,0
2330,twse,d,2021-12-29 00:00:00,615.0,619.0,614.0,616.0,25604320,0,28804,0
2330,twse,d,2021-12-28 00:00:00,610.0,615.0,610.0,615.0,35156339,0,36241,0
2330,twse,d,2021-12-27 00:00:00,604.0,610.0,604.0,606.0,16771900,0,16637,0
2330,twse,d,2021-12-24 00:00:00,606.0,609.0,604.0,604.0,12008673,0,10444,0
2330,twse,d,2021-12-23 00:00:00,607.0,608.0,602.0,606.0,16910501,0,12888,0
2330,twse,d,2021-12-22 00:00:00,598.0,601.0,598.0,600.0,10127887,0,8238,0
2330,twse,d,2021-12-21 00:00:00,597.0,600.0,595.0,597.0,17669559,0,17336,0
2330,twse,d,2021-12-20 00:00:00,607.0,607.0,598.0,598.0,22381761,0,18943,0
2330,twse,d,2021-12-17 00:00:00,601.0,607.0,599.0,607.0,30319495,0,11667,0
2330,twse,d,2021-12-16 00:00:00,605.0,605.0,601.0,605.0,22151282,0,15515,0
2330,twse,d,2021-12-15 00:00:00,597.0,601.0,596.0,600.0,22419040,0,19195,0
2330,twse,d,2021-12-14 00:00:00,598.0,600.0,597.0,599.0,22997961,0,21324,0
2330,twse,d,2021-12-13 00:00:00,609.0,610.0,601.0,601.0,17994933,0,12503,0
2330,twse,d,2021-12-10 00:00:00,605.0,608.0,602.0,605.0,11371659,0,9215,0
2330,twse,d,2021-12-09 00:00:00,606.0,608.0,602.0,608.0,12467833,0,9231,0
2330,twse,d,2021-12-08 00:00:00,614.0,614.0,602.0,602.0,22194708,0,15634,0
2330,twse,d,2021-12-07 00:00:00,602.0,607.0,597.0,607.0,21105883,0,22160,0
2330,twse,d,2021-12-06 00:00:00,603.0,609.0,600.0,600.0,24474913,0,19139,0
2330,twse,d,2021-12-03 00:00:00,614.0,614.0,606.0,608.0,27571974,0,16197,0
2330,twse,d,2021-12-02 00:00:00,605.0,615.0,602.0,615.0,48720976,0,40629,0
2330,twse,d,2021-12-01 00:00:00,596.0,603.0,594.0,600.0,30119408,0,15695,0
2330,twse,d,2021-11-30 00:00:00,597.0,600.0,591.0,596.0,69160408,0,24427,0
2330,twse,d,2021-11-29 00:00:00,594.0,598.0,591.0,593.0,24160615,0,23653,0
2330,twse,d,2021-11-26 00:00:00,598.0,601.0,592.0,596.0,27882175,0,47638,0
2330,twse,d,2021-11-25 00:00:00,605.0,607.0,601.0,603.0,14171433,0,14137,0
2330,twse,d,2021-11-24 00:00:00,612.0,612.0,602.0,603.0,22978524,0,23584,0
2330,twse,d,2021-11-23 00:00:00,615.0,615.0,611.0,612.0,20022520,0,15011,0
2330,twse,d,2021-11-22 00:00:00,618.0,618.0,615.0,615.0,23296854,0,14108,0
2330,twse,d,2021-11-19 00:00:00,622.0,623.0,617.0,618.0,38847820,0,32179,0
2330,twse,d,2021-11-18 00:00:00,613.0,614.0,607.0,613.0,22933191,0,15913,0
2330,twse,d,2021-11-17 00:00:00,615.0,615.0,608.0,610.0,21829653,0,14807,0
2330,twse,d,2021-11-16 00:00:00,612.0,612.0,608.0,610.0,21776308,0,14487,0
2330,twse,d,2021-11-15 00:00:00,609.0,611.0,607.0,608.0,17140935,0,13140,0
2330,twse,d,2021-11-12 00:00:00,610.0,611.0,602.0,604.0,21373014,0,13869,0
2330,twse,d,2021-11-11 00:00:00,600.0,606.0,600.0,606.0,20257792,0,16140,0
2330,twse,d,2021-11-10 00:00:00,611.0,612.0,608.0,612.0,18518512,0,19147,0
2330,twse,d,2021-11-09 00:00:00,611.0,617.0,610.0,611.0,42340785,0,42855,0
2330,twse,d,2021-11-08 00:00:00,600.0,602.0,598.0,602.0,20886897,0,17964,0
2330,twse,d,2021-11-05 00:00:00,598.0,600.0,595.0,600.0,35086799,0,31929,0
2330,twse,d,2021-11-04 00:00:00,592.0,594.0,585.0,587.0,18888245,0,22171,0
2330,twse,d,2021-11-03 00:00:00,597.0,597.0,592.0,592.0,11404984,0,8934,0
2330,twse,d,2021-11-02 00:00:00,594.0,597.0,590.0,592.0,16544999,0,11662,0
2330,twse,d,2021-11-01 00:00:00,591.0,593.0,590.0,590.0,17110357,0,13798,0
2330,twse,d,2021-10-29 00:00:00,595.0,596.0,589.0,590.0,27684673,0,19937,0
2330,twse,d,2021-10-28 00:00:00,598.0,598.0,591.0,595.0,16927154,0,15065,0
2330,twse,d,2021-10-27 00:00:00,598.0,599.0,594.0,599.0,16260278,0,12042,0
2330,twse,d,2021-10-26 00:00:00,595.0,600.0,593.0,599.0,27047187,0,13081,0
2330,twse,d,2021-10-25 00:00:00,597.0,597.0,590.0,593.0,17724968,0,16139,0
2330,twse,d,2021-10-22 00:00:00,600.0,602.0,594.0,600.0,14236279,0,12812,0
2330,twse,d,2021-10-21 00:00:00,602.0,603.0,595.0,596.0,16882324,0,17599,0
2330,twse,d,2021-10-20 00:00:00,603.0,604.0,597.0,598.0,17537878,0,16410,0
2330,twse,d,2021-10-19 00:00:00,598.0,600.0,593.0,600.0,18709936,0,20482,0
2330,twse,d,2021-10-18 00:00:00,604.0,604.0,590.0,590.0,19753943,0,21353,0
2330,twse,d,2021-10-15 00:00:00,592.0,600.0,586.0,600.0,55305252,0,61088,0
2330,twse,d,2021-10-14 00:00:00,579.0,579.0,573.0,573.0,14270641,0,14814,0
2330,twse,d,2021-10-13 00:00:00,572.0,575.0,570.0,571.0,19267437,0,18050,0
2330,twse,d,2021-10-12 00:00:00,570.0,575.0,564.0,575.0,27126088,0,32210,0
2330,twse,d,2021-10-08 00:00:00,582.0,583.0,573.0,575.0,22601904,0,24157,0
2330,twse,d,2021-10-07 00:00:00,575.0,582.0,572.0,580.0,28480400,0,23304,0
2330,twse,d,2021-10-06 00:00:00,573.0,574.0,565.0,571.0,33989379,0,53606,0
2330,twse,d,2021-10-05 00:00:00,562.0,572.0,560.0,572.0,36063650,0,56678,0
2330,twse,d,2021-10-04 00:00:00,574.0,575.0,569.0,572.0,22288138,0,42147,0
2330,twse,d,2021-10-01 00:00:00,579.0,579.0,571.0,574.0,39006124,0,78088,0
2330,twse,d,2021-09-30 00:00:00,580.0,585.0,575.0,580.0,36318623,0,32973,0
2330,twse,d,2021-09-29 00:00:00,580.0,583.0,577.0,580.0,51834124,0,95024,0
2330,twse,d,2021-09-28 00:00:00,595.0,596.0,592.0,594.0,17325896,0,16496,0
2330,twse,d,2021-09-27 00:00:00,600.0,602.0,593.0,602.0,20034221,0,16349,0
2330,twse,d,2021-09-24 00:00:00,591.0,598.0,590.0,598.0,17302848,0,15796,0
2330,twse,d,2021-09-23 00:00:00,588.0,593.0,588.0,588.0,22736266,0,22991,0
2330,twse,d,2021-09-22 00:00:00,586.0,589.0,583.0,586.0,42732169,0,70389,0
2330,twse,d,2021-09-17 00:00:00,600.0,610.0,599.0,600.0,42383815,0,18681,0
2330,twse,d,2021-09-16 00:00:00,603.0,607.0,599.0,600.0,23315040,0,31437,0
2330,twse,d,2021-09-15 00:00:00,610.0,613.0,607.0,607.0,26041452,0,24839,0
2330,twse,d,2021-09-14 00:00:00,618.0,618.0,612.0,613.0,16024935,0,13569,0
2330,twse,d,2021-09-13 00:00:00,619.0,620.0,613.0,615.0,15809768,0,21779,0
2330,twse,d,2021-09-10 00:00:00,615.0,623.0,614.0,622.0,16740439,0,17067,0
2330,twse,d,2021-09-09 00:00:00,612.0,620.0,610.0,619.0,19309522,0,19569,0
2330,twse,d,2021-09-08 00:00:00,622.0,627.0,612.0,619.0,38713621,0,38267,0
2330,twse,d,2021-09-07 00:00:00,634.0,634.0,623.0,623.0,27422775,0,29823,0
2330,twse,d,2021-09-06 00:00:00,623.0,638.0,621.0,631.0,59223061,0,77024,0
2330,twse,d,2021-09-03 00:00:00,610.0,620.0,610.0,620.0,53915006,0,62288,0
2330,twse,d,2021-09-02 00:00:00,613.0,615.0,607.0,607.0,26715492,0,26153,0
2330,twse,d,2021-09-01 00:00:00,614.0,614.0,608.0,613.0,31242788,0,30125,0
2330,twse,d,2021-08-31 00:00:00,604.0,614.0,598.0,614.0,58916407,0,46791,0
2330,twse,d,2021-08-30 00:00:00,602.0,605.0,599.0,605.0,40606821,0,43096,0
2330,twse,d,2021-08-27 00:00:00,596.0,600.0,593.0,599.0,29459532,0,31217,0
2330,twse,d,2021-08-26 00:00:00,601.0,603.0,591.0,594.0,45027320,0,42735,0
2330,twse,d,2021-08-25 00:00:00,579.0,585.0,574.0,585.0,28867651,0,29096,0
2330,twse,d,2021-08-24 00:00:00,574.0,575.0,571.0,572.0,27397309,0,21032,0
2330,twse,d,2021-08-23 00:00:00,560.0,572.0,559.0,566.0,34775337,0,30421,0
2330,twse,d,2021-08-20 00:00:00,560.0,563.0,551.0,552.0,47741449,0,72684,0
2330,twse,d,2021-08-19 00:00:00,573.0,573.0,559.0,559.0,42133375,0,119048,0
2330,twse,d,2021-08-18 00:00:00,568.0,575.0,566.0,574.0,47063629,0,86118,0
2330,twse,d,2021-08-17 00:00:00,580.0,582.0,578.0,580.0,31845499,0,19184,0
2330,twse,d,2021-08-16 00:00:00,582.0,586.0,578.0,584.0,19949389,0,17055,0
2330,twse,d,2021-08-13 00:00:00,585.0,585.0,579.0,581.0,25440973,0,36198,0
2330,twse,d,2021-08-12 00:00:00,586.0,588.0,584.0,586.0,16031265,0,15202,0
2330,twse,d,2021-08-11 00:00:00,590.0,590.0,585.0,590.0,20311399,0,18548,0
2330,twse,d,2021-08-10 00:00:00,596.0,596.0,589.0,591.0,17620825,0,13983,0
2330,twse,d,2021-08-09 00:00:00,590.0,595.0,583.0,595.0,17611955,0,15068,0
2330,twse,d,2021-08-06 00:00:00,596.0,596.0,588.0,591.0,13994018,0,13742,0
2330,twse,d,2021-08-05 00:00:00,598.0,598.0,593.0,596.0,15673765,0,15495,0
2330,twse,d,2021-08-04 00:00:00,598.0,598.0,594.0,596.0,23714971,0,18228,0
2330,twse,d,2021-08-03 00:00:00,594.0,594.0,590.0,594.0,28104984,0,20221,0
2330,twse,d,2021-08-02 00:00:00,583.0,590.0,580.0,590.0,24948096,0,19791,0
2330,twse,d,2021-07-30 00:00:00,581.0,582.0,578.0,580.0,26141286,0,16353,0
2330,twse,d,2021-07-29 00:00:00,585.0,585.0,577.0,583.0,25014772,0,26868,0
2330,twse,d,2021-07-28 00:00:00,576.0,579.0,573.0,579.0,39744486,0,75078,0
2330,twse,d,2021-07-27 00:00:00,581.0,584.0,580.0,580.0,18925325,0,20197,0
2330,twse,d,2021-07-26 00:00:00,591.0,591.0,580.0,580.0,22442745,0,37826,0
2330,twse,d,2021-07-23 00:00:00,592.0,592.0,583.0,585.0,15705191,0,23635,0
2330,twse,d,2021-07-22 00:00:00,589.0,594.0,587.0,591.0,27075950,0,23365,0
2330,twse,d,2021-07-21 00:00:00,586.0,586.0,580.0,585.0,26476215,0,32757,0
2330,twse,d,2021-07-20 00:00:00,579.0,584.0,579.0,581.0,16352855,0,27956,0
2330,twse,d,2021-07-19 00:00:00,583.0,584.0,578.0,582.0,43248966,0,86753,0
2330,twse,d,2021-07-16 00:00:00,591.0,595.0,588.0,589.0,61882128,0,86192,0
2330,twse,d,2021-07-15 00:00:00,613.0,614.0,608.0,614.0,23057868,0,29913,0
2330,twse,d,2021-07-14 00:00:00,613.0,615.0,608.0,613.0,39670241,0,43173,0
2330,twse,d,2021-07-13 00:00:00,600.0,608.0,599.0,607.0,54894335,0,60121,0
2330,twse,d,2021-07-12 00:00:00,595.0,597.0,590.0,593.0,33011596,0,28636,0
2330,twse,d,2021-07-09 00:00:00,582.0,585.0,580.0,584.0,30602492,0,51232,0
2330,twse,d,2021-07-08 00:00:00,595.0,595.0,588.0,588.0,21596183,0,23352,0
2330,twse,d,2021-07-07 00:00:00,590.0,594.0,588.0,594.0,17329148,0,18023,0
2330,twse,d,2021-07-06 00:00:00,595.0,596.0,589.0,592.0,13830591,0,15751,0
2330,twse,d,2021-07-05 00:00:00,588.0,597.0,588.0,591.0,30274105,0,21836,0
2330,twse,d,2021-07-02 00:00:00,590.0,593.0,587.0,588.0,19633718,0,24056,0
2330,twse,d,2021-07-01 00:00:00,596.0,597.0,591.0,593.0,18719706,0,20565,0
2330,twse,d,2021-06-30 00:00:00,599.0,599.0,595.0,595.0,34021380,0,20097,0
2330,twse,d,2021-06-29 00:00:00,598.0,598.0,591.0,595.0,30837548,0,24078,0
2330,twse,d,2021-06-28 00:00:00,590.0,590.0,586.0,590.0,15401977,0,20825,0
2330,twse,d,2021-06-25 00:00:00,598.0,598.0,589.0,591.0,19140086,0,16850,0
2330,twse,d,2021-06-24 00:00:00,598.0,598.0,588.0,590.0,19322765,0,18494,0
2330,twse,d,2021-06-23 00:00:00,583.0,598.0,581.0,595.0,36386023,0,34454,0
2330,twse,d,2021-06-22 00:00:00,585.0,588.0,578.0,578.0,30578091,0,56057,0
2330,twse,d,2021-06-21 00:00:00,590.0,594.0,583.0,583.0,47339695,0,109204,0
2330,twse,d,2021-06-18 00:00:00,608.0,608.0,601.0,603.0,42036170,0,16899,0
2330,twse,d,2021-06-17 00:00:00,601.0,606.0,598.0,606.0,26477032,0,21061,0
2330,twse,d,2021-06-16 00:00:00,608.0,608.0,605.0,605.0,28624508,0,25816,0
2330,twse,d,2021-06-15 00:00:00,607.0,609.0,606.0,609.0,30245897,0,33515,0
2330,twse,d,2021-06-11 00:00:00,602.0,603.0,600.0,602.0,24940705,0,25271,0
2330,twse,d,2021-06-10 00:00:00,591.0,599.0,587.0,599.0,29741770,0,30487,0
2330,twse,d,2021-06-09 00:00:00,586.0,588.0,583.0,586.0,21575159,0,36405,0
2330,twse,d,2021-06-08 00:00:00,590.0,595.0,588.0,589.0,14083552,0,14051,0
2330,twse,d,2021-06-07 00:00:00,594.0,595.0,583.0,592.0,17729179,0,25364,0
2330,twse,d,2021-06-04 00:00:00,591.0,595.0,590.0,595.0,16072580,0,19112,0
2330,twse,d,2021-06-03 00:00:00,600.0,600.0,596.0,596.0,31703679,0,20749,0
2330,twse,d,2021-06-02 00:00:00,600.0,600.0,593.0,595.0,22416789,0,25170,0
2330,twse,d,2021-06-01 00:00:00,598.0,599.0,595.0,598.0,18405285,0,20318,0
2330,twse,d,2021-05-31 00:00:00,595.0,597.0,590.0,597.0,31557426,0,29798,0
2330,twse,d,2021-05-28 00:00:00,587.0,592.0,582.0,590.0,30720737,0,31581,0
2330,twse,d,2021-05-27 00:00:00,580.0,582.0,573.0,582.0,70061002,0,37545,0
2330,twse,d,2021-05-26 00:00:00,587.0,588.0,581.0,585.0,19555305,0,21034,0
2330,twse,d,2021-05-25 00:00:00,576.0,584.0,573.0,583.0,35445350,0,39032,0
2330,twse,d,2021-05-24 00:00:00,570.0,572.0,566.0,568.0,15981036,0,20189,0
2330,twse,d,2021-05-21 00:00:00,572.0,577.0,568.0,573.0,28009899,0,27050,0
2330,twse,d,2021-05-20 00:00:00,567.0,571.0,560.0,567.0,36605692,0,32301,0
2330,twse,d,2021-05-19 00:00:00,571.0,572.0,565.0,567.0,29610174,0,34443,0
2330,twse,d,2021-05-18 00:00:00,563.0,573.0,555.0,572.0,44584258,0,52152,0
2330,twse,d,2021-05-17 00:00:00,544.0,558.0,541.0,549.0,58446847,0,76808,0
2330,twse,d,2021-05-14 00:00:00,556.0,562.0,552.0,557.0,38625148,0,52919,0
2330,twse,d,2021-05-13 00:00:00,547.0,563.0,541.0,547.0,71519430,0,105026,0
2330,twse,d,2021-05-12 00:00:00,567.0,571.0,518.0,560.0,138328672,0,223058,0
2330,twse,d,2021-05-11 00:00:00,579.0,580.0,570.0,571.0,66035839,0,184838,0
2330,twse,d,2021-05-10 00:00:00,596.0,597.0,588.0,589.0,21365583,0,43154,0
2330,twse,d,2021-05-07 00:00:00,594.0,600.0,589.0,599.0,28719597,0,30063,0
2330,twse,d,2021-05-06 00:00:00,590.0,590.0,580.0,587.0,33165446,0,69578,0
